floor,total_area,living_area,kitchen_area,year,flat_status,flat_type,metro,metro_minutes,description,price
10,38.5,16.6,10.5,2015,1,1-комн,"Девяткино, Гражданский проспект, Академическая",6,"современный монолитный дом, кухня хорошей площади, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",5599000
2,44.0,30.6,5.6,1967,1,2-комн,"Шушары, Дунайская, Обухово",18,"историческое здание сталинской постройки, небольшая кухня, уютный этаж в тихом доме, большая жилая площадь, транспортная доступность на машине, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",5550000
3,25.68,21.6,4.0,2024,1,Апартаменты-студия,"Ладожская, Новочеркасская, Площадь Александра Невского",5,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, студия с открытой планировкой",5300000
9,25.6,17.3,3.0,2023,1,Студия,"Проспект Просвещения, Озерки, Парнас",10,"новостройка с современной отделкой, небольшая кухня, средний этаж, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, студия с открытой планировкой",5900000
14,22.5,14.5,3.0,2017,1,Студия,"Парнас, Проспект Просвещения, Озерки",8,"современный монолитный дом, небольшая кухня, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, уютная студия для молодой пары",5650000
13,26.4,15.0,5.0,2006,1,Студия,"Гражданский проспект, Политехническая, Академическая",6,"современный монолитный дом, небольшая кухня, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, компактная студия евроремонт",5400000
5,35.7,14.5,9.0,2023,1,1-комн,"Проспект Просвещения, Озерки, Парнас",10,"новый дом комфорт-класса, небольшая кухня, средний этаж, рядом с метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",5750000
3,44.0,26.9,6.2,1980,1,2-комн,"Ленинский проспект, Проспект Ветеранов, Автово",7,"кирпичный дом советской постройки, небольшая кухня, средний этаж, рядом с метро, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",6290000
18,24.4,16.4,3.0,2020,1,Студия,"Комендантский проспект, Пионерская, Старая Деревня",7,"новостройка бизнес-класса, небольшая кухня, высокий этаж с видом на город, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, уютная студия для молодой пары",5400000
2,36.6,17.7,10.5,2022,1,1-комн,"Купчино, Звездная, Шушары",15,"новостройка бизнес-класса, кухня хорошей площади, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, однокомнатная с балконом",5900000
10,34.9,11.6,16.5,2023,1,1-комн,"Гражданский проспект, Девяткино, Академическая",11,"новостройка с современной отделкой, просторная кухня-гостиная, высокий этаж с видом на город, транспортная доступность на машине, дом сдан, заезжай и живи, светлая однушка",5590000
2,35.5,18.0,7.4,1976,1,1-комн,"Ломоносовская, Обухово, Пролетарская",8,"дореволюционный дом с высокими потолками, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",5500000
12,30.9,23.1,2.0,2022,1,Апартаменты-студия,"Ломоносовская, Елизаровская, Пролетарская",5,"новостройка бизнес-класса, небольшая кухня, высокий этаж с видом на город, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, студия с открытой планировкой",5950000
14,24.0,16.5,1.0,2021,1,Студия,"Звездная, Купчино, Московская",6,"новый дом комфорт-класса, небольшая кухня, высокий этаж с видом на город, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, компактная студия евроремонт",5790000
3,27.5,16.0,6.5,2023,1,Студия,"Рыбацкое, Шушары, Пролетарская",22,"новостройка с современной отделкой, небольшая кухня, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, компактная студия евроремонт",5500000
2,42.0,29.0,5.3,1965,1,3-комн,"Проспект Ветеранов, Ленинский проспект, Московская",7,"старый фонд требует ремонта, небольшая кухня, уютный этаж в тихом доме, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",5500000
12,25.0,15.0,5.0,2020,1,Студия,"Комендантский проспект, Старая Деревня, Пионерская",7,"новостройка бизнес-класса, небольшая кухня, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, студия с открытой планировкой",5499000
5,31.1,15.7,8.2,1974,1,1-комн,"Пионерская, Комендантский проспект, Старая Деревня",7,"историческое здание сталинской постройки, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, светлая однушка",5800000
6,36.3,16.6,10.0,2019,1,1-комн,"Ленинский проспект, Проспект Ветеранов, Автово",14,"дом 2000-х годов в хорошем состоянии, кухня хорошей площади, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, светлая однушка",5400000
5,42.2,26.6,5.3,1968,1,3-комн,Проспект Ветеранов,7,"старый фонд требует ремонта, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",6100000
9,28.9,17.0,5.5,1972,1,1-комн,"Проспект Славы, Международная, Дунайская",6,"историческое здание сталинской постройки, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",5700000
14,65.67,34.0,11.4,2010,1,2-комн,"Обухово, Пролетарская, Ломоносовская",8,"современный монолитный дом, кухня хорошей площади, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",9800000
5,50.3,29.9,8.9,1911,1,2-комн,"Обводный канал, Лиговский проспект, Звенигородская",8,"историческое здание сталинской постройки, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",9750000
1,36.7,23.9,6.5,1903,1,1-комн,"Василеостровская, Спортивная, Чкаловская",5,"старый фонд требует ремонта, небольшая кухня, первый этаж без балкона, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная с балконом",10699999
3,47.0,26.3,7.6,1989,1,2-комн,"Проспект Просвещения, Парнас, Озерки",6,"панельный дом хрущёвской эпохи, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, двушка с евроремонтом",10000000
4,32.6,21.0,7.8,1903,1,2-комн,"Площадь Восстания, Площадь Александра Невского, Маяковская",10,"старый фонд требует ремонта, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, двушка с евроремонтом",10000000
4,58.0,36.0,8.2,1959,1,2-комн,"Елизаровская, Ломоносовская, Площадь Александра Невского",2,"старый фонд требует ремонта, небольшая кухня, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",10500000
2,44.4,27.6,6.8,1971,1,2-комн,"Улица Дыбенко, Проспект Большевиков, Ломоносовская",6,"старый фонд требует ремонта, небольшая кухня, средний этаж, рядом с метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",9899000
5,52.4,33.0,8.1,1958,1,2-комн,"Новочеркасская, Ладожская, Чернышевская",5,"старый фонд требует ремонта, небольшая кухня, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, двушка с евроремонтом",9750000
22,39.2,15.3,12.5,2022,1,1-комн,"Парнас, Проспект Просвещения, Озерки",4,"новый дом комфорт-класса, кухня хорошей площади, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",9784320
2,57.2,38.9,6.3,1987,1,3-комн,"Комендантский проспект, Старая Деревня, Пионерская",6,"кирпичный дом советской постройки, небольшая кухня, уютный этаж в тихом доме, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",10000000
5,74.7,47.0,10.0,2010,1,3-комн,"Шушары, Купчино, Звездная",20,"дом 2000-х годов в хорошем состоянии, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",9600000
8,65.2,38.0,9.6,1974,1,3-комн,"Проспект Большевиков, Улица Дыбенко, Новочеркасская",9,"историческое здание сталинской постройки, небольшая кухня, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",10550000
10,72.1,47.2,8.6,2010,1,3-комн,"Ленинский проспект, Автово, Проспект Ветеранов",7,"дом 2000-х годов в хорошем состоянии, небольшая кухня, высокий этаж с видом на город, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",11500000
7,107.0,60.5,12.9,1982,1,5-комн,"Проспект Просвещения, Парнас, Гражданский проспект",6,"кирпичный дом советской постройки, кухня хорошей площади, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи",11300000
10,52.2,20.0,11.2,1999,1,1-комн,"Политехническая, Проспект Просвещения, Гражданский проспект",5,"типовая панельная застройка, кухня хорошей площади, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная с балконом",11000000
5,44.7,18.3,12.8,1999,1,1-комн,"Приморская, Василеостровская, Спортивная",9,"кирпичный дом советской постройки, кухня хорошей площади, средний этаж, рядом с метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",10980000
1,73.7,48.7,15.0,1986,1,4-комн,"Комендантский проспект, Удельная, Пионерская",6,"типовая панельная застройка, просторная кухня-гостиная, первый этаж без балкона, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",11500000
1,44.0,12.9,15.7,2021,1,1-комн,"Московская, Звездная, Ленинский проспект",5,"новый дом комфорт-класса, просторная кухня-гостиная, первый этаж без балкона, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",10950000
5,34.75,20.4,5.7,2026,0,2-комн,"Политехническая, Площадь Мужества, Академическая",5,"новостройка бизнес-класса, небольшая кухня, уютный этаж в тихом доме, в шаговой доступности от метро, строящийся объект, сдача скоро, двухкомнатная квартира раздельные комнаты",10772500
2,36.98,10.1,19.2,2024,0,1-комн,Приморская,10,"новостройка бизнес-класса, просторная кухня-гостиная, средний этаж, рядом с метро, строящийся объект, сдача скоро, однокомнатная с балконом",11100000
11,52.7,38.7,9.0,2011,1,2-комн,"Беговая, Комендантский проспект, Старая Деревня",6,"улучшенная планировка, небольшая кухня, высокий этаж с видом на город, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",11700000
3,31.9,11.0,12.8,2023,1,1-комн,"Удельная, Площадь Мужества, Озерки",6,"новый дом комфорт-класса, кухня хорошей площади, средний этаж, рядом с метро, дом сдан, заезжай и живи, светлая однушка",11000000
6,58.6,37.5,7.0,1987,1,3-комн,"Комендантский проспект, Старая Деревня, Пионерская",5,"кирпичный дом советской постройки, небольшая кухня, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",10700000
8,44.55,27.7,5.1,1965,1,2-комн,"Новочеркасская, Ладожская, Площадь Александра Невского",4,"историческое здание сталинской постройки, небольшая кухня, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",11700000
1,34.9,10.0,16.2,2026,0,1-комн,"Лесная, Выборгская, Площадь Мужества",4,"новый дом комфорт-класса, просторная кухня-гостиная, первый этаж без балкона, в шаговой доступности от метро, строящийся объект, сдача скоро, светлая однушка",11071082
19,56.0,32.1,8.0,2019,1,2-комн,"Комендантский проспект, Удельная, Озерки",7,"современный монолитный дом, небольшая кухня, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",11000000
5,65.7,36.7,11.0,2016,1,2-комн,"Купчино, Звездная, Шушары",15,"улучшенная планировка, кухня хорошей площади, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",11400000
1,36.7,23.9,6.5,1903,1,1-комн,"Василеостровская, Спортивная, Чкаловская",5,"старый фонд требует ремонта, небольшая кухня, первый этаж без балкона, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, светлая однушка",10699999
4,75.1,45.3,10.0,1980,1,3-комн,"Проспект Большевиков, Улица Дыбенко, Ладожская",5,"типовая панельная застройка, кухня хорошей площади, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",11200000
2,50.99,22.1,17.4,2025,1,2-комн,"Проспект Ветеранов, Ленинский проспект, Автово",18,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",11500000
6,41.8,10.9,21.9,2023,1,1-комн,"Проспект Большевиков, Ломоносовская, Улица Дыбенко",6,"новый дом комфорт-класса, просторная кухня-гостиная, средний этаж, рядом с метро, дом сдан, заезжай и живи, светлая однушка",11400000
5,58.5,37.2,7.3,1987,1,3-комн,"Купчино, Звездная, Шушары",15,"панельный дом хрущёвской эпохи, небольшая кухня, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",10900000
11,31.83,10.1,14.7,2024,1,1-комн,"Площадь Мужества, Политехническая, Озерки",5,"новостройка бизнес-класса, кухня хорошей площади, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная с балконом",11000000
6,109.3,45.5,33.0,2022,1,3-комн,"Фрунзенская, Технологический институт, Балтийская",6,"новый дом комфорт-класса, просторная кухня-гостиная, средний этаж, рядом с метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",49990000
1,170.0,92.0,13.5,1913,1,4-комн,"Чернышевская, Площадь Восстания, Маяковская",7,"дореволюционный дом с высокими потолками, кухня хорошей площади, первый этаж без балкона, рядом с метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",55000000
10,173.4,78.9,74.9,2007,1,4-комн,"Старая Деревня, Крестовский остров, Черная речка",4,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",55000000
7,141.2,70.0,27.6,2007,1,3-комн,"Площадь Восстания, Чернышевская, Маяковская",14,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",55700000
2,166.7,92.9,25.8,1887,1,3-комн,"Чернышевская, Площадь Ленина, Площадь Восстания",6,"историческое здание сталинской постройки, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",61000000
4,118.1,71.8,16.7,2019,1,3-комн,"Выборгская, Петроградская, Площадь Ленина",7,"современный монолитный дом, просторная кухня-гостиная, средний этаж, рядом с метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",53000000
7,161.0,98.1,30.0,2014,1,3-комн,"Старая Деревня, Черная речка, Беговая",32,"улучшенная планировка, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, трёшка с хорошей планировкой",49900000
14,207.0,90.0,54.0,2019,1,4-комн,"Новочеркасская, Ладожская, Площадь Александра Невского",4,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",64900000
17,210.0,94.6,12.8,2007,1,4-комн,"Беговая, Комендантский проспект, Черная речка",8,"дом 2000-х годов в хорошем состоянии, кухня хорошей площади, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",57000000
16,142.3,88.0,16.0,2015,1,4-комн,"Новочеркасская, Площадь Ленина, Площадь Александра Невского",5,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",50000000
5,216.4,147.7,34.1,1901,1,4-комн,"Спортивная, Чкаловская, Горьковская",6,"старый фонд требует ремонта, просторная кухня-гостиная, уютный этаж в тихом доме, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",51900000
5,122.6,43.0,49.9,2015,1,3-комн,"Черная речка, Старая Деревня, Пионерская",5,"улучшенная планировка, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",52900000
4,314.0,157.0,60.0,1843,1,Многокомнатна,"Василеостровская, Горный институт, Спортивная",5,"историческое здание сталинской постройки, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи",59000000
4,121.0,63.0,30.0,2015,1,3-комн,"Чкаловская, Крестовский остров, Петроградская",4,"улучшенная планировка, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",60000000
8,124.0,59.4,26.1,2024,1,4-комн,"Крестовский остров, Спортивная, Зенит",6,"новостройка с современной отделкой, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",57200000
7,84.8,27.5,28.0,2022,1,2-комн,"Фрунзенская, Балтийская, Технологический институт",2,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, двушка с евроремонтом",49990000
5,110.0,70.1,10.5,1995,1,4-комн,"Петроградская, Чкаловская, Горьковская",5,"панельный дом хрущёвской эпохи, кухня хорошей площади, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",65000000
4,99.6,47.0,36.0,1910,1,3-комн,"Горьковская, Петроградская, Чкаловская",12,"дореволюционный дом с высокими потолками, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",63900000
7,144.9,68.2,53.7,2017,1,4-комн,"Приморская, Василеостровская, Чкаловская",5,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",57400000
4,110.7,39.8,39.1,1904,1,3-комн,"Чернышевская, Площадь Александра Невского, Площадь Восстания",6,"историческое здание сталинской постройки, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",57000000
11,140.6,51.2,65.2,2017,1,3-комн,"Чкаловская, Крестовский остров, Спортивная",22,"улучшенная планировка, просторная кухня-гостиная, высокий этаж с видом на город, транспортная доступность на машине, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",57000000
22,160.0,103.0,17.0,2014,1,3-комн,"Беговая, Старая Деревня, Комендантский проспект",7,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",49000000
4,110.6,51.9,37.0,1842,1,4-комн,"Достоевская, Владимирская, Звенигородская",6,"старый фонд требует ремонта, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",44000000
2,116.5,44.5,37.7,2020,1,4-комн,"Крестовский остров, Чкаловская, Василеостровская",4,"новостройка с современной отделкой, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",44000000
4,200.0,101.9,14.4,2006,1,5-комн,"Приморская, Василеостровская, Крестовский остров",8,"современный монолитный дом, кухня хорошей площади, средний этаж, рядом с метро, дом сдан, заезжай и живи",45300000
3,101.8,47.7,18.5,2009,1,3-комн,"Чернышевская, Площадь Александра Невского, Площадь Восстания",6,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",41738000
2,84.0,44.4,12.0,2011,1,2-комн,"Чернышевская, Площадь Восстания, Маяковская",10,"современный монолитный дом, кухня хорошей площади, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, двушка с евроремонтом",47000000
17,135.0,88.9,23.0,2016,1,4-комн,"Фрунзенская, Московские ворота, Технологический институт",10,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, высокий этаж с видом на город, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",43800000
2,97.8,37.3,36.0,2016,1,3-комн,"Площадь Ленина, Новочеркасская, Выборгская",5,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",42000000
15,134.65,58.8,38.4,2023,1,4-комн,"Приморская, Василеостровская, Спортивная",8,"новый дом комфорт-класса, просторная кухня-гостиная, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",47000000
2,124.6,81.4,18.0,1905,1,4-комн,"Спасская, Сенная площадь, Адмиралтейская",10,"историческое здание сталинской постройки, просторная кухня-гостиная, уютный этаж в тихом доме, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",44900000
4,78.0,31.9,19.0,2022,1,2-комн,"Чкаловская, Василеостровская, Спортивная",4,"новостройка бизнес-класса, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",45000000
4,96.0,66.0,18.0,1913,1,3-комн,"Петроградская, Черная речка, Чкаловская",14,"старый фонд требует ремонта, просторная кухня-гостиная, уютный этаж в тихом доме, большая жилая площадь, транспортная доступность на машине, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",45000000
4,95.0,24.6,46.7,2003,1,3-комн,"Садовая, Сенная площадь, Спасская",11,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, трёшка с хорошей планировкой",43000000
2,133.4,76.4,15.7,2000,1,4-комн,"Чернышевская, Площадь Ленина, Площадь Восстания",7,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",49500000
6,117.0,43.1,43.8,2022,1,3-комн,"Крестовский остров, Спортивная, Чкаловская",5,"новый дом комфорт-класса, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",42000000
1,84.0,42.1,16.2,2014,1,2-комн,"Ленинский проспект, Автово, Проспект Ветеранов",11,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, первый этаж без балкона, транспортная доступность на машине, дом сдан, заезжай и живи, просторная двухкомнатная квартира",44450000
2,83.1,64.2,8.0,2023,1,3-комн,"Чкаловская, Петроградская, Спортивная",5,"новостройка бизнес-класса, небольшая кухня, уютный этаж в тихом доме, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",42000000
5,184.3,119.9,22.6,1901,1,5-комн,"Чернышевская, Площадь Ленина, Маяковская",8,"историческое здание сталинской постройки, просторная кухня-гостиная, уютный этаж в тихом доме, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи",40997000
6,103.5,57.0,18.0,1862,1,4-комн,"Чернышевская, Площадь Восстания, Гостиный двор",5,"историческое здание сталинской постройки, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",44000000
5,75.6,32.6,23.0,2026,1,2-комн,"Спортивная, Чкаловская, Василеостровская",4,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",44000000
3,99.5,52.4,8.5,1826,1,3-комн,"Адмиралтейская, Гостиный двор, Невский проспект",3,"дореволюционный дом с высокими потолками, небольшая кухня, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",41478000
2,121.2,86.4,20.0,2016,1,3-комн,"Беговая, Комендантский проспект, Черная речка",11,"современный монолитный дом, просторная кухня-гостиная, средний этаж, большая жилая площадь, транспортная доступность на машине, дом сдан, заезжай и живи, трёшка с хорошей планировкой",41000000
9,33.8,15.0,10.4,2024,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новостройка бизнес-класса, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная с балконом",5820588
8,39.67,17.3,13.1,2025,0,1-комн,"Шушары, Дунайская, Обухово",11,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5752150
2,31.7,16.7,7.0,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",22,"новостройка бизнес-класса, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, студия с открытой планировкой",5842614
22,35.4,17.0,11.0,2022,1,1-комн,"Ломоносовская, Пролетарская, Улица Дыбенко",9,"новый дом комфорт-класса, кухня хорошей площади, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",5750000
5,21.65,10.8,5.4,2025,0,Студия,"Автово, Кировский завод, Ленинский проспект",6,"новостройка с современной отделкой, небольшая кухня, средний этаж, рядом с метро, строящийся объект, сдача скоро, компактная студия евроремонт",5897460
10,33.75,13.2,13.5,2025,0,1-комн,"Елизаровская, Улица Дыбенко, Проспект Большевиков",7,"новостройка бизнес-класса, кухня хорошей площади, высокий этаж с видом на город, рядом с метро, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",5818078
11,33.13,13.5,10.4,2024,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новый дом комфорт-класса, кухня хорошей площади, высокий этаж с видом на город, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5788806
